Cyprus,Κύπρος,EU,Nicosia,EUR,357,"[Greek,Turkish,Armenian]","[Ελληνικά,Türkçe,Հայերեն]"
Indonesia,Indonesia,AS,Jakarta,IDR,62,[Indonesian],[Bahasa Indonesia]
North Korea,북한,AS,Pyongyang,KPW,850,[Korean],[한국어]
Peru,Perú,SA,Lima,PEN,51,[Spanish],[Español]
Taiwan,臺灣,AS,Taipei,TWD,886,[Chinese],[中文]
Iraq,العراق,AS,Baghdad,IQD,964,"[Arabic,Kurdish]","[العربية,Kurdî / كوردی]"
Italy,Italia,EU,Rome,EUR,39,[Italian],[Italiano]
Liberia,Liberia,AF,Monrovia,LRD,231,[English],[English]
Namibia,Namibia,AF,Windhoek,"NAD,ZAR",264,"[English,Afrikaans]","[English,Afrikaans]"
Solomon Islands,Solomon Islands,OC,Honiara,SBD,677,[English],[English]
Finland,Suomi,EU,Helsinki,EUR,358,"[Finnish,Swedish]","[Suomi,Svenska]"
Norway,Norge,EU,Oslo,NOK,47,"[Norwegian,Norwegian Bokmål,Norwegian Nynorsk]","[Norsk,Norsk bokmål,Norsk nynorsk]"
Andorra,Andorra,EU,Andorra la Vella,EUR,376,[Catalan],[Català]
Barbados,Barbados,NA,Bridgetown,BBD,1246,[English],[English]
Oman,عمان,AS,Muscat,OMR,968,[Arabic],[العربية]
Niue,Niuē,OC,Alofi,NZD,683,[English],[English]
Gambia,Gambia,AF,Banjul,GMD,220,[English],[English]
South Sudan,South Sudan,AF,Juba,SSP,211,[English],[English]
Madagascar,Madagasikara,AF,Antananarivo,MGA,261,"[French,Malagasy]","[Français,Malagasy]"
Japan,日本,AS,Tokyo,JPY,81,[Japanese],[日本語]
Northern Mariana Islands,Northern Mariana Islands,OC,Saipan,USD,1670,"[English,Chamorro]","[English,Chamoru]"
Argentina,Argentina,SA,Buenos Aires,ARS,54,"[Spanish,Guarani]","[Español,Avañe'ẽ]"
Uzbekistan,O‘zbekiston,AS,Tashkent,UZS,998,"[Uzbek,Russian]","[Ўзбек,Русский]"
Azerbaijan,Azərbaycan,AS,Baku,AZN,994,[Azerbaijani],[Azərbaycanca / آذربايجان]
Aruba,Aruba,NA,Oranjestad,AWG,297,"[Dutch,Panjabi / Punjabi]","[Nederlands,ਪੰਜਾਬੀ / पंजाबी / پنجابي]"
Lithuania,Lietuva,EU,Vilnius,EUR,370,[Lithuanian],[Lietuvių]
Russia,Россия,EU,Moscow,RUB,7,[Russian],[Русский]
New Zealand,New Zealand,OC,Wellington,NZD,64,"[English,Maori]","[English,Māori]"
Palestine,فلسطين,AS,Ramallah,ILS,970,[Arabic],[العربية]
Uruguay,Uruguay,SA,Montevideo,"UYI,UYU",598,[Spanish],[Español]
Bolivia,Bolivia,SA,Sucre,"BOB,BOV",591,"[Spanish,Aymara,Quechua]","[Español,Aymar,Runa Simi]"
Malawi,Malawi,AF,Lilongwe,MWK,265,"[English,Chichewa]","[English,Chi-Chewa]"
Germany,Deutschland,EU,Berlin,EUR,49,[German],[Deutsch]
Hong Kong,香港,AS,City of Victoria,HKD,852,"[Chinese,English]","[中文,English]"
New Caledonia,Nouvelle-Calédonie,OC,Nouméa,XPF,687,[French],[Français]
Somalia,Soomaaliya,AF,Mogadishu,SOS,252,"[Somalia,Arabic]","[Soomaaliga,العربية]"
Cuba,Cuba,NA,Havana,"CUC,CUP",53,[Spanish],[Español]
Malaysia,Malaysia,AS,Kuala Lumpur,MYR,60,[Malay],[Bahasa Melayu]
Bhutan,ʼbrug-yul,AS,Thimphu,"BTN,INR",975,[Dzongkha],[ཇོང་ཁ]
Israel,יִשְׂרָאֵל,AS,Jerusalem,ILS,972,"[Hebrew,Arabic]","[עברית,العربية]"
Panama,Panamá,NA,Panama City,"PAB,USD",507,[Spanish],[Español]
Nicaragua,Nicaragua,NA,Managua,NIO,505,[Spanish],[Español]
Guyana,Guyana,SA,Georgetown,GYD,592,[English],[English]
Vanuatu,Vanuatu,OC,Port Vila,VUV,678,"[Bislama,English,French]","[Bislama,English,Français]"
Wallis and Futuna,Wallis et Futuna,OC,Mata-Utu,XPF,681,[French],[Français]
British Virgin Islands,British Virgin Islands,NA,Road Town,USD,1284,[English],[English]
Australia,Australia,OC,Canberra,AUD,61,[English],[English]
Vatican City,Vaticano,EU,Vatican City,EUR,"39066,379","[Italian,Latin]","[Italiano,Latina]"
Croatia,Hrvatska,EU,Zagreb,HRK,385,[Croatian],[Hrvatski]
Cook Islands,Cook Islands,OC,Avarua,NZD,682,[English],[English]
Ireland,Éire,EU,Dublin,EUR,353,"[Irish,English]","[Gaeilge,English]"
American Samoa,American Samoa,OC,Pago Pago,USD,1684,"[English,Samoan]","[English,Gagana Samoa]"
Central African Republic,Ködörösêse tî Bêafrîka,AF,Bangui,XAF,236,"[French,Sango]","[Français,Sängö]"
Switzerland,Schweiz,EU,Bern,"CHE,CHF,CHW",41,"[German,French,Italian]","[Deutsch,Français,Italiano]"
United Arab Emirates,دولة الإمارات العربية المتحدة,AS,Abu Dhabi,AED,971,[Arabic],[العربية]
Hungary,Magyarország,EU,Budapest,HUF,36,[Hungarian],[Magyar]
Brunei,Negara Brunei Darussalam,AS,Bandar Seri Begawan,BND,673,[Malay],[Bahasa Melayu]
Gibraltar,Gibraltar,EU,Gibraltar,GIP,350,[English],[English]
Belgium,België,EU,Brussels,EUR,32,"[Dutch,French,German]","[Nederlands,Français,Deutsch]"
Martinique,Martinique,NA,Fort-de-France,EUR,596,[French],[Français]
Netherlands,Nederland,EU,Amsterdam,EUR,31,[Dutch],[Nederlands]
Ethiopia,ኢትዮጵያ,AF,Addis Ababa,ETB,251,[Amharic],[አማርኛ]
Laos,ສປປລາວ,AS,Vientiane,LAK,856,[Laotian],[ລາວ / Pha xa lao]
French Polynesia,Polynésie française,OC,Papeetē,XPF,689,[French],[Français]
Senegal,Sénégal,AF,Dakar,XOF,221,[French],[Français]
French Guiana,Guyane française,SA,Cayenne,EUR,594,[French],[Français]
Uganda,Uganda,AF,Kampala,UGX,256,"[English,Swahili]","[English,Kiswahili]"
Lesotho,Lesotho,AF,Maseru,"LSL,ZAR",266,"[English,Southern Sotho]","[English,Sesotho]"
Armenia,Հայաստան,AS,Yerevan,AMD,374,"[Armenian,Russian]","[Հայերեն,Русский]"
Guadeloupe,Guadeloupe,NA,Basse-Terre,EUR,590,[French],[Français]
Comoros,Komori,AF,Moroni,KMF,269,"[Arabic,French]","[العربية,Français]"
Estonia,Eesti,EU,Tallinn,EUR,372,[Estonian],[Eesti]
Tajikistan,Тоҷикистон,AS,Dushanbe,TJS,992,"[Tajik,Russian]","[Тоҷикӣ,Русский]"
Serbia,Србија,EU,Belgrade,RSD,381,[Serbian],[Српски]
Belize,Belize,NA,Belmopan,BZD,501,"[English,Spanish]","[English,Español]"
Montserrat,Montserrat,NA,Plymouth,XCD,1664,[English],[English]
French Southern Territories,Territoire des Terres australes et antarctiques fr,AN,Port-aux-Français,EUR,262,[French],[Français]
Seychelles,Seychelles,AF,Victoria,SCR,248,"[French,English]","[Français,English]"
Mauritania,موريتانيا,AF,Nouakchott,MRU,222,[Arabic],[العربية]
Palau,Palau,OC,Ngerulmud,USD,680,[English],[English]
Réunion,La Réunion,AF,Saint-Denis,EUR,262,[French],[Français]
Western Sahara,الصحراء الغربية,AF,El Aaiún,"MAD,DZD,MRU",212,[Spanish],[Español]
Kenya,Kenya,AF,Nairobi,KES,254,"[English,Swahili]","[English,Kiswahili]"
Botswana,Botswana,AF,Gaborone,BWP,267,"[English,Tswana]","[English,Setswana]"
Canada,Canada,NA,Ottawa,CAD,1,"[English,French]","[English,Français]"
Mexico,México,NA,Mexico City,MXN,52,[Spanish],[Español]
Libya,‏ليبيا,AF,Tripoli,LYD,218,[Arabic],[العربية]
Bouvet Island,Bouvetøya,AN,"",NOK,47,"[Norwegian,Norwegian Bokmål,Norwegian Nynorsk]","[Norsk,Norsk bokmål,Norsk nynorsk]"
Vietnam,Việt Nam,AS,Hanoi,VND,84,[Vietnamese],[Tiếng Việt]
Cayman Islands,Cayman Islands,NA,George Town,KYD,1345,[English],[English]
Tanzania,Tanzania,AF,Dodoma,TZS,255,"[Swahili,English]","[Kiswahili,English]"
Burkina Faso,Burkina Faso,AF,Ouagadougou,XOF,226,"[French,Peul]","[Français,Fulfulde]"
Venezuela,Venezuela,SA,Caracas,VES,58,[Spanish],[Español]
Rwanda,Rwanda,AF,Kigali,RWF,250,"[Rwandi,English,French]","[Kinyarwandi,English,Français]"
Marshall Islands,M̧ajeļ,OC,Majuro,USD,692,"[English,Marshallese]","[English,Kajin Majel / Ebon]"
Saint Barthélemy,Saint-Barthélemy,NA,Gustavia,EUR,590,[French],[Français]
Fiji,Fiji,OC,Suva,FJD,679,"[English,Fijian,Hindi,Urdu]","[English,Na Vosa Vakaviti,हिन्दी,اردو]"
Qatar,قطر,AS,Doha,QAR,974,[Arabic],[العربية]
Turks and Caicos Islands,Turks and Caicos Islands,NA,Cockburn Town,USD,1649,[English],[English]
Tunisia,تونس,AF,Tunis,TND,216,[Arabic],[العربية]
Saint Kitts and Nevis,Saint Kitts and Nevis,NA,Basseterre,XCD,1869,[English],[English]
Togo,Togo,AF,Lomé,XOF,228,[French],[Français]
Turkey,Türkiye,AS,Ankara,TRY,90,[Turkish],[Türkçe]
Sierra Leone,Sierra Leone,AF,Freetown,SLL,232,[English],[English]
Sri Lanka,śrī laṃkāva,AS,Colombo,LKR,94,"[Sinhalese,Tamil]","[සිංහල,தமிழ்]"
Kazakhstan,Қазақстан,AS,Astana,KZT,"76,77","[Kazakh,Russian]","[Қазақша,Русский]"
Guam,Guam,OC,Hagåtña,USD,1671,"[English,Chamorro,Spanish]","[English,Chamoru,Español]"
Curacao,Curaçao,NA,Willemstad,ANG,5999,"[Dutch,Panjabi / Punjabi,English]","[Nederlands,ਪੰਜਾਬੀ / पंजाबी / پنجابي,English]"
Saint Lucia,Saint Lucia,NA,Castries,XCD,1758,[English],[English]
Tokelau,Tokelau,OC,Fakaofo,NZD,690,[English],[English]
Malta,Malta,EU,Valletta,EUR,356,"[Maltese,English]","[bil-Malti,English]"
Isle of Man,Isle of Man,EU,Douglas,GBP,44,"[English,Manx]","[English,Gaelg]"
Zambia,Zambia,AF,Lusaka,ZMK,260,[English],[English]
Macao,澳門,AS,"",MOP,853,"[Chinese,Portuguese]","[中文,Português]"
Kuwait,الكويت,AS,Kuwait City,KWD,965,[Arabic],[العربية]
Portugal,Portugal,EU,Lisbon,EUR,351,[Portuguese],[Português]
Egypt,مصر‎,AF,Cairo,EGP,20,[Arabic],[العربية]
El Salvador,El Salvador,NA,San Salvador,"SVC,USD",503,[Spanish],[Español]
Austria,Österreich,EU,Vienna,EUR,43,[German],[Deutsch]
Saudi Arabia,العربية السعودية,AS,Riyadh,SAR,966,[Arabic],[العربية]
Thailand,ประเทศไทย,AS,Bangkok,THB,66,[Thai],[ไทย / Phasa Thai]
Kosovo,Republika e Kosovës,EU,Pristina,EUR,"377,381,383,386","[Albanian,Serbian]","[Shqip,Српски]"
Monaco,Monaco,EU,Monaco,EUR,377,[French],[Français]
Benin,Bénin,AF,Porto-Novo,XOF,229,[French],[Français]
Burundi,Burundi,AF,Bujumbura,BIF,257,"[French,Kirundi]","[Français,Kirundi]"
South Korea,대한민국,AS,Seoul,KRW,82,[Korean],[한국어]
Ecuador,Ecuador,SA,Quito,USD,593,[Spanish],[Español]
Puerto Rico,Puerto Rico,NA,San Juan,USD,"1787,1939","[Spanish,English]","[Español,English]"
Montenegro,Црна Гора,EU,Podgorica,EUR,382,"[Serbian,Bosnian,Albanian,Croatian]","[Српски,Bosanski,Shqip,Hrvatski]"
Bosnia and Herzegovina,Bosna i Hercegovina,EU,Sarajevo,BAM,387,"[Bosnian,Croatian,Serbian]","[Bosanski,Hrvatski,Српски]"
Bahrain,‏البحرين,AS,Manama,BHD,973,[Arabic],[العربية]
Nauru,Nauru,OC,Yaren,AUD,674,"[English,Nauruan]","[English,Dorerin Naoero]"
Spain,España,EU,Madrid,EUR,34,"[Spanish,Basque,Catalan,Galician,Occitan]","[Español,Euskara,Català,Galego,Occitan]"
Saint Helena,Saint Helena,AF,Jamestown,SHP,290,[English],[English]
Cocos [Keeling] Islands,Cocos (Keeling) Islands,AS,West Island,AUD,61,[English],[English]
Mayotte,Mayotte,AF,Mamoudzou,EUR,262,[French],[Français]
Dominica,Dominica,NA,Roseau,XCD,1767,[English],[English]
Tuvalu,Tuvalu,OC,Funafuti,AUD,688,[English],[English]
Romania,România,EU,Bucharest,RON,40,[Romanian],[Română]
Ivory Coast,Côte d'Ivoire,AF,Yamoussoukro,XOF,225,[French],[Français]
Heard Island and McDonald Islands,Heard Island and McDonald Islands,AN,"",AUD,61,[English],[English]
Nigeria,Nigeria,AF,Abuja,NGN,234,[English],[English]
Saint Martin,Saint-Martin,NA,Marigot,EUR,590,"[English,French,Dutch]","[English,Français,Nederlands]"
Bermuda,Bermuda,NA,Hamilton,BMD,1441,[English],[English]
Maldives,Maldives,AS,Malé,MVR,960,[Divehi],[ދިވެހިބަސް]
Greece,Ελλάδα,EU,Athens,EUR,30,[Greek],[Ελληνικά]
Paraguay,Paraguay,SA,Asunción,PYG,595,"[Spanish,Guarani]","[Español,Avañe'ẽ]"
Cape Verde,Cabo Verde,AF,Praia,CVE,238,[Portuguese],[Português]
Micronesia,Micronesia,OC,Palikir,USD,691,[English],[English]
Philippines,Pilipinas,AS,Manila,PHP,63,[English],[English]
Cameroon,Cameroon,AF,Yaoundé,XAF,237,"[English,French]","[English,Français]"
Myanmar [Burma],မြန်မာ,AS,Naypyidaw,MMK,95,[Burmese],[မြန်မာစာ]
Latvia,Latvija,EU,Riga,EUR,371,[Latvian],[Latviešu]
Svalbard and Jan Mayen,Svalbard og Jan Mayen,EU,Longyearbyen,NOK,4779,[Norwegian],[Norsk]
Guernsey,Guernsey,EU,St. Peter Port,GBP,44,"[English,French]","[English,Français]"
Guinea,Guinée,AF,Conakry,GNF,224,"[French,Peul]","[Français,Fulfulde]"
Kyrgyzstan,Кыргызстан,AS,Bishkek,KGS,996,"[Kirghiz,Russian]","[Kırgızca / Кыргызча,Русский]"
Mozambique,Moçambique,AF,Maputo,MZN,258,[Portuguese],[Português]
Falkland Islands,Falkland Islands,SA,Stanley,FKP,500,[English],[English]
Kiribati,Kiribati,OC,South Tarawa,AUD,686,[English],[English]
Slovenia,Slovenija,EU,Ljubljana,EUR,386,[Slovenian],[Slovenščina]
Sudan,السودان,AF,Khartoum,SDG,249,"[Arabic,English]","[العربية,English]"
Honduras,Honduras,NA,Tegucigalpa,HNL,504,[Spanish],[Español]
Tonga,Tonga,OC,Nuku'alofa,TOP,676,"[English,Tonga]","[English,Lea Faka-Tonga]"
Sint Maarten,Sint Maarten,NA,Philipsburg,ANG,1721,"[Dutch,English]","[Nederlands,English]"
Cambodia,Kâmpŭchéa,AS,Phnom Penh,KHR,855,[Cambodian],[ភាសាខ្មែរ]
Trinidad and Tobago,Trinidad and Tobago,NA,Port of Spain,TTD,1868,[English],[English]
Georgia,საქართველო,AS,Tbilisi,GEL,995,[Georgian],[ქართული]
Poland,Polska,EU,Warsaw,PLN,48,[Polish],[Polski]
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,NA,Kingstown,XCD,1784,[English],[English]
East Timor,Timor-Leste,OC,Dili,USD,670,[Portuguese],[Português]
Democratic Republic of the Congo,République démocratique du Congo,AF,Kinshasa,CDF,243,"[French,Lingala,Kongo,Swahili,Luba-Katanga]","[Français,Lingála,KiKongo,Kiswahili,Tshiluba]"
Greenland,Kalaallit Nunaat,NA,Nuuk,DKK,299,[Greenlandic],[Kalaallisut]
Niger,Niger,AF,Niamey,XOF,227,[French],[Français]
Christmas Island,Christmas Island,AS,Flying Fish Cove,AUD,61,[English],[English]
Anguilla,Anguilla,NA,The Valley,XCD,1264,[English],[English]
Costa Rica,Costa Rica,NA,San José,CRC,506,[Spanish],[Español]
Chad,Tchad,AF,N'Djamena,XAF,235,"[French,Arabic]","[Français,العربية]"
Djibouti,Djibouti,AF,Djibouti,DJF,253,"[French,Arabic]","[Français,العربية]"
Dominican Republic,República Dominicana,NA,Santo Domingo,DOP,"1809,1829,1849",[Spanish],[Español]
Mongolia,Монгол улс,AS,Ulan Bator,MNT,976,[Mongolian],[Монгол]
United Kingdom,United Kingdom,EU,London,GBP,44,[English],[English]
Pitcairn Islands,Pitcairn Islands,OC,Adamstown,NZD,64,[English],[English]
Åland,Åland,EU,Mariehamn,EUR,358,[Swedish],[Svenska]
Zimbabwe,Zimbabwe,AF,Harare,"USD,ZAR,BWP,GBP,AUD,CNY,INR,JPY",263,"[English,Shona,North Ndebele]","[English,chiShona,Sindebele]"
Liechtenstein,Liechtenstein,EU,Vaduz,CHF,423,[German],[Deutsch]
Afghanistan,افغانستان,AS,Kabul,AFN,93,"[Pashto,Uzbek,Turkmen]","[پښتو,Ўзбек,Туркмен / تركمن]"
Sweden,Sverige,EU,Stockholm,SEK,46,[Swedish],[Svenska]
China,中国,AS,Beijing,CNY,86,[Chinese],[中文]
U.S. Minor Outlying Islands,United States Minor Outlying Islands,OC,"",USD,1,[English],[English]
Jordan,الأردن,AS,Amman,JOD,962,[Arabic],[العربية]
Saint Pierre and Miquelon,Saint-Pierre-et-Miquelon,NA,Saint-Pierre,EUR,508,[French],[Français]
Jersey,Jersey,EU,Saint Helier,GBP,44,"[English,French]","[English,Français]"
Iran,ایران,AS,Tehran,IRR,98,[Persian],[فارسی]
Eritrea,ኤርትራ,AF,Asmara,ERN,291,"[Tigrinya,Arabic,English]","[ትግርኛ,العربية,English]"
South Georgia and the South Sandwich Islands,South Georgia,AN,King Edward Point,GBP,500,[English],[English]
Bahamas,Bahamas,NA,Nassau,BSD,1242,[English],[English]
Bulgaria,България,EU,Sofia,BGN,359,[Bulgarian],[Български]
Mauritius,Maurice,AF,Port Louis,MUR,230,[English],[English]
France,France,EU,Paris,EUR,33,[French],[Français]
British Indian Ocean Territory,British Indian Ocean Territory,AS,Diego Garcia,USD,246,[English],[English]
North Macedonia,Северна Македонија,EU,Skopje,MKD,389,[Macedonian],[Македонски]
Norfolk Island,Norfolk Island,OC,Kingston,AUD,672,[English],[English]
Guatemala,Guatemala,NA,Guatemala City,GTQ,502,[Spanish],[Español]
Gabon,Gabon,AF,Libreville,XAF,241,[French],[Français]
Belarus,Белару́сь,EU,Minsk,BYN,375,"[Belarusian,Russian]","[Беларуская,Русский]"
Swaziland,Swaziland,AF,Lobamba,SZL,268,"[English,Swati]","[English,SiSwati]"
Bonaire,Bonaire,NA,Kralendijk,USD,5997,[Dutch],[Nederlands]
India,भारत,AS,New Delhi,INR,91,"[Hindi,English]","[हिन्दी,English]"
Equatorial Guinea,Guinea Ecuatorial,AF,Malabo,XAF,240,"[Spanish,French]","[Español,Français]"
Nepal,नपल,AS,Kathmandu,NPR,977,[Nepali],[नेपाली]
Slovakia,Slovensko,EU,Bratislava,EUR,421,[Slovak],[Slovenčina]
Pakistan,Pakistan,AS,Islamabad,PKR,92,"[English,Urdu]","[English,اردو]"
Jamaica,Jamaica,NA,Kingston,JMD,1876,[English],[English]
Morocco,المغرب,AF,Rabat,MAD,212,[Arabic],[العربية]
Faroe Islands,Føroyar,EU,Tórshavn,DKK,298,[Faroese],[Føroyskt]
Antigua and Barbuda,Antigua and Barbuda,NA,Saint John's,XCD,1268,[English],[English]
Bangladesh,Bangladesh,AS,Dhaka,BDT,880,[Bengali],[বাংলা]
Samoa,Samoa,OC,Apia,WST,685,"[Samoan,English]","[Gagana Samoa,English]"
Grenada,Grenada,NA,St. George's,XCD,1473,[English],[English]
Ghana,Ghana,AF,Accra,GHS,233,[English],[English]
Chile,Chile,SA,Santiago,"CLF,CLP",56,[Spanish],[Español]
Republic of the Congo,République du Congo,AF,Brazzaville,XAF,242,"[French,Lingala]","[Français,Lingála]"
Czech Republic,Česká republika,EU,Prague,CZK,420,"[Czech,Slovak]","[Česky,Slovenčina]"
Turkmenistan,Türkmenistan,AS,Ashgabat,TMT,993,"[Turkmen,Russian]","[Туркмен / تركمن,Русский]"
Moldova,Moldova,EU,Chișinău,MDL,373,[Romanian],[Română]
Guinea-Bissau,Guiné-Bissau,AF,Bissau,XOF,245,[Portuguese],[Português]
Denmark,Danmark,EU,Copenhagen,DKK,45,[Danish],[Dansk]
Haiti,Haïti,NA,Port-au-Prince,"HTG,USD",509,"[French,Haitian]","[Français,Krèyol ayisyen]"
Colombia,Colombia,SA,Bogotá,COP,57,[Spanish],[Español]
U.S. Virgin Islands,United States Virgin Islands,NA,Charlotte Amalie,USD,1340,[English],[English]
Suriname,Suriname,SA,Paramaribo,SRD,597,[Dutch],[Nederlands]
Syria,سوريا,AS,Damascus,SYP,963,[Arabic],[العربية]
Angola,Angola,AF,Luanda,AOA,244,[Portuguese],[Português]
Mali,Mali,AF,Bamako,XOF,223,[French],[Français]
Ukraine,Україна,EU,Kyiv,UAH,380,[Ukrainian],[Українська]
Yemen,اليَمَن,AS,Sana'a,YER,967,[Arabic],[العربية]
United States,United States,NA,Washington D.C.,"USD,USN,USS",1,[English],[English]
Papua New Guinea,Papua Niugini,OC,Port Moresby,PGK,675,[English],[English]
São Tomé and Príncipe,São Tomé e Príncipe,AF,São Tomé,STN,239,[Portuguese],[Português]
Algeria,الجزائر,AF,Algiers,DZD,213,[Arabic],[العربية]
Singapore,Singapore,AS,Singapore,SGD,65,"[English,Malay,Tamil,Chinese]","[English,Bahasa Melayu,தமிழ்,中文]"
Iceland,Ísland,EU,Reykjavik,ISK,354,[Icelandic],[Íslenska]
Brazil,Brasil,SA,Brasília,BRL,55,[Portuguese],[Português]
South Africa,South Africa,AF,Pretoria,ZAR,27,"[Afrikaans,English,South Ndebele,Southern Sotho,Swati,Tswana,Tsonga,Venda,Xhosa,Zulu]","[Afrikaans,English,isiNdebele,Sesotho,SiSwati,Setswana,Xitsonga,Tshivenḓa,isiXhosa,isiZulu]"
Albania,Shqipëria,EU,Tirana,ALL,355,[Albanian],[Shqip]
San Marino,San Marino,EU,City of San Marino,EUR,378,[Italian],[Italiano]
Lebanon,لبنان,AS,Beirut,LBP,961,"[Arabic,French]","[العربية,Français]"
Luxembourg,Luxembourg,EU,Luxembourg,EUR,352,"[French,German,Luxembourgish]","[Français,Deutsch,Lëtzebuergesch]"
